company,adress,lat,lon
cardtronics,"396 Kingsland Road,LONDON,UK E8 4AA",51.54147,-0.07594109
cardtronics,"28 Queensway,LONDON,UK W2 3RX",51.5109,-0.1869278
cardtronics,"17 - 19 Peckham Park Road,London,UK SE15 6TR",51.48267,-0.06528506
cardtronics,"78 Cambridge Heath Road,LONDON,UK E1 5QJ",51.52336,-0.05460997
cardtronics,"77 Albion Street,LONDON,UK SE16 7JA",51.50049,-0.05152315
cardtronics,"158 - 160 Loughborough Road,LONDON,UK SW9 7LL",51.46687,-0.1052862
cardtronics,"130 Balls Pond Road,London,UK N1 4AD",51.54665,-0.08448914
cardtronics,"Porchester Road,LONDON,UK W2 6ES",51.51679,-0.1874161
cardtronics,"474-488 Wandsworth Road,London,UK SW8 3LT",51.46846,-0.1441403
cardtronics,"156 Old Brompton  Road,London,UK SW5 0BE",51.49092,-0.1826581
cardtronics,"404 Brixton Road,LONDON,UK SW9 7AW",51.46545,-0.1142555
cardtronics,"192 Battersea Park Road,LONDON,UK SW11 4ND",51.47371,-0.1604599
cardtronics,"27-35 Battersea Bridge Road,London,UK SW11 3BA",51.4793,-0.1706391
cardtronics,"27-37 Battersea Bridge Road,Battersea,UK 0SW11",51.47889,-0.1700307
cardtronics,"319 Cambridge Heath Road,LONDON,UK E2 9LH",51.52858,-0.05592048
cardtronics,"485-487 Commercial Road,LONDON,UK E1 0HA",51.51367,-0.04881943
cardtronics,"QN7 Junc Queensland Rd Benwell Rd,London,UK N7 7BQ",51.55243,-0.1086954
cardtronics,"Golden Jubilee Building,LONDON,UK SE5 9RS",51.4683,-0.09228685
cardtronics,"Kings College Hospital,LONDON,UK SE5 9RS",51.4683,-0.09228685
cardtronics,"201 Coldharbour Lane,London,UK SW9 8RZ",51.46622,-0.1011261
cardtronics,"369 Cambridge Heath Road,LONDON,UK E2 9RA",51.53001,-0.05640642
cardtronics,"O/S Cinema Opp No 124 Mile End Road,London,UK E1 4UJ",51.5211,-0.05054962
cardtronics,"Junction Mile End Road and Cephas Avenue,London,UK E1 4UJ",51.5211,-0.05054962
cardtronics,"o/s Clapham underground station,CLAPHAM,UK SW4 7",51.46513,-0.1294803
cardtronics,"234 Stockwell Road,BRIXTON,UK SW9 9SP",51.46466,-0.1150855
cardtronics,"76 Vestry Road,LONDON,UK SE5 8PQ",51.47076,-0.08244126
cardtronics,"o/s Clapham underground station,CLAPHAM,UK SW4 7TS",51.46486,-0.1298848
cardtronics,"Jct Queensland Road & Benwell Road,Islington,UK N7 7B",51.55339,-0.109982
cardtronics,"185, Rotherhithe New Road,LONDON,UK SE16 2BE",51.49066,-0.05329978
cardtronics,"173-181 Rotherhithe New Road,ROTHERHITHE,UK SE16 2BE",51.49066,-0.05329978
cardtronics,"Primrose Hill,London,UK NW3 3RA",51.54259,-0.1666176
cardtronics,"35-43 Hornsey Road,LONDON,UK N7 7DD",51.5537,-0.1111315
cardtronics,"87 Haverstock Hill,London,UK NW3 4RL",51.54662,-0.1585714
cardtronics,"43-45 Broadway Market,London,UK E8 4PH",51.5367,-0.06188801
cardtronics,"12 Broadway Market,HACKNEY,UK E8 4QJ",51.53653,-0.061595
cardtronics,"46-48 Broadway Market,LONDON,UK E8 4QJ",51.53653,-0.061595
cardtronics,"17-23 Lower Merton Rise,London,UK NW3 3",51.54288,-0.166668
cardtronics,"42 Hinton Road,LONDON,UK SE24 0HJ",51.46505,-0.1024995
cardtronics,"393-395 Kings Road,London,UK SW10 0LR",51.4826,-0.1779581
cardtronics,"Denmark Hill,Camberwell,UK SE5 8",51.46714,-0.0907817
cardtronics,"9 Fortess Road,London,UK NW5 1AS",51.55231,-0.1414224
cardtronics,"12 High Gate,London,UK NW5 1",51.55239,-0.1413836
cardtronics,"Dalston Square,London,UK E8 3FT",51.54573,-0.07497264
cardtronics,"115 Grove Lane,CAMBERWELL,UK SE5 8BG",51.46785,-0.0860493
cardtronics,"189 Queens Crescent,LONDON,UK NW5 4DS",51.55069,-0.150203
cardtronics,"194 Mile End Road,LONDON,UK E1 4LJ",51.52135,-0.04768547
cardtronics,"41 Queenstown Road,LONDON,UK SW8 3RE",51.46747,-0.1509008
cardtronics,"128 King Henrys Road,LONDON,UK NW3 3",51.54215,-0.1703073
cardtronics,"Kingsland High Street,london,UK E8 2JT",51.54652,-0.07599254
cardtronics,"Unit 4 Dalston Junction Interchange,London,UK E8 3F",51.54613,-0.0751197
cardtronics,"223 Harrow Road,London,UK W2 5EH",51.52001,-0.19099
cardtronics,"250a Globe Road,London,UK E2 0LN",51.52631,-0.050009
cardtronics,"o/s Coral No'82,Clapham,UK SW4 7UL",51.46354,-0.1336351
cardtronics,"421 Brixton Road,LONDON,UK SW9 8HE",51.46268,-0.1145314
cardtronics,"330a Coldharbour Lane,LONDON,UK SW9 8QH",51.46297,-0.1085081
cardtronics,"Coldharbour Lane,LONDON,UK SW9 8PS",51.46257,-0.1117814
cardtronics,"42-44 Dalston Lane,LONDON,UK E8 3AZ",51.54604,-0.07315893
cardtronics,"25 Dalston Lane,LONDON,UK E8 3DF",51.54633,-0.07363226
cardtronics,"471-487 Kings Road,London,UK SW10 0LU",51.48154,-0.1807534
cardtronics,"61-63 Westgate Street,LONDON,UK E8 3RL",51.53761,-0.0583006
cardtronics,"Outside 82a Roman Road,London,UK E2 0PG",51.52833,-0.04937243
cardtronics,"Cold Harbour Lane,LONDON,UK SW9 8LB",51.4617,-0.113251
cardtronics,"401 COLDHARBOUR LANE,Brixton,UK SW9 8LQ",51.46162,-0.1122744
cardtronics,"193 Mile End Road,London,UK E1 4AA",51.5222,-0.04549102
cardtronics,"23 LAVENDER HILL,london,UK SW11 5QW",51.46596,-0.1517752
cardtronics,"747-759 Old Kent Road,LONDON,UK SE15 1NZ",51.48013,-0.05776514
cardtronics,"Dunstall House,London,UK SE15 5SL",51.4741,-0.0664578
cardtronics,"2-4 Winchester Road,LONDON,UK NW3 3NT",51.54356,-0.172255
cardtronics,"599 - 603 Commercial Road,TOWER HAMLETS,UK E1 0HJ",51.5131,-0.04217809
cardtronics,"79 Atlantic Road,BRIXTON,UK SW9 8PU",51.46122,-0.1111302
cardtronics,"340 HOLLOWAY ROAD,LONDON,UK N7 6PZ",51.55708,-0.1175567
cardtronics,"Abercrombie St at Junction with Battersea Park Rd,London,UK SW11 2JD",51.47088,-0.1669457
cardtronics,"350 Harrow Road,LONDON,UK W9 2HP",51.52263,-0.1937623
cardtronics,"18 Pembridge Road,LONDON,UK W11 3HL",51.50954,-0.1969676
cardtronics,"173 Fortess Road,LONDON,UK NW5 2HR",51.55606,-0.1392193
cardtronics,"4 The Pavement,CLAPHAM,UK SW4 0HY",51.46188,-0.1392249
cardtronics,"83 Green Lane,LONDON,UK N16 9BX",51.55424,-0.08906544
cardtronics,"33 Clapham Park Road,LONDON,UK SW4 7EE",51.46115,-0.1361375
cardtronics,"121 A Lavender Hill,London,UK SW11 5QL",51.46544,-0.1551281
cardtronics,"117 Hornsey Road,ISLINGTON,UK N7 6DP",51.55791,-0.1132218
cardtronics,"159b Mare Street,LONDON,UK E8 3RH",51.53935,-0.0566553
cardtronics,"Ground Floor 169 Mare Street,London,UK E8 3RH",51.53935,-0.0566553
cardtronics,"246-248 Tufnell Park Road,LONDON,UK N19 5EW",51.55713,-0.1364612
cardtronics,"154 Acre Lane,LONDON,UK SW2 5UT",51.45977,-0.1253121
cardtronics,"1-5 Campdale Road,LONDON,UK N7 0EA",51.55779,-0.1319207
cardtronics,"Rye Lane,PECKHAM,UK SE15 5DQ",51.47021,-0.06894661
cardtronics,"Rye Lane,PECKHAM,UK SE15 5DQ",51.47021,-0.06894661
cardtronics,"89 Ridley Road,DALSTON,UK E8 2NH",51.54819,-0.06965107
cardtronics,"62-64 Greenwood Road,LONDON,UK E8 1AB",51.54451,-0.06284412
cardtronics,"BRIXTON,UK SW2 1RH",51.45897,-0.1174513
cardtronics,"97 Elgin Avenue,LONDON,UK W9 2DA",51.5263,-0.1944762
cardtronics,"OS 127 Lavender Hill,LONDON,UK SW11 5QJ",51.46495,-0.1576413
cardtronics,"1-15 Templeton Place,LONDON,UK SW5 9NB",51.49204,-0.1952567
cardtronics,"911-915 Old Kent Road,LONDON,UK SE15 1NL",51.4787,-0.05390018
cardtronics,"28 Stoke Newington Road,LONDON,UK N16 7",51.55141,-0.0746986
cardtronics,"840 Old Kent Road,London,UK SE15 1NQ",51.47831,-0.05430092
cardtronics,"Pco Stoke Newington Road,London,UK N16 7XJ",51.55152,-0.07477382
cardtronics,"46 Stoke Newington Road,LONDON,UK N16 7XJ",51.55152,-0.07477382
cardtronics,"98 Seven Sisters Road,LONDON,UK N7 6A",51.55963,-0.1158277
cardtronics,"2 Shacklewell Lane,LONDON,UK E8 2EZ",51.5508,-0.07269407
cardtronics,"575C Battersea Park Road,LONDON,UK SW11 3BH",51.46992,-0.1710335
cardtronics,"554 Holloway Road,LONDON,UK N7 6JP",51.55979,-0.121928
cardtronics,"40B Well Street,HACKNEY,UK E9 7P",51.54004,-0.0540632
cardtronics,"69 Wilton Way,LONDON,UK E8 1BG",51.54565,-0.06165669
cardtronics,"Jct Portobello Road & Lonsdale Road,LONDON,UK W11 2BY",51.51502,-0.2006913
cardtronics,"2-4 New Cross Road,LONDON,UK SE14 5BE",51.47788,-0.05315895
cardtronics,"156- 158 Green Lane,LONDON,UK N16 9DL",51.5574,-0.0901509
cardtronics,"68 Stoke Newington Road,LONDON,UK N16 7XB",51.5527,-0.07461128
cardtronics,"104A Finchley Road,SWISS COTTAGE,UK NW3 5EY",51.54567,-0.1775184
cardtronics,"255 Mare Street,LONDON,UK E8 3NS",51.54268,-0.05558666
cardtronics,"205 Shirland Road,LONDON,UK W9 2EX",51.52774,-0.1968162
cardtronics,"60 Belsize Lane,London,UK NW3 5AR",51.5494,-0.1716173
cardtronics,"473 Fulham Road,LONDON,UK SW6 1HL",51.48028,-0.1887163
cardtronics,"92 Gillespie Road,London,UK N5 1LN",51.56005,-0.1007885
cardtronics,"58 Great Western Road,LONDON,UK W11 1AB",51.52094,-0.2008627
cardtronics,"2 Albion Parade,LONDON,UK N16 9LD",51.55698,-0.08376819
cardtronics,"58 Great Western Road,LONDON,UK W11 1",51.52192,-0.2014569
cardtronics,"BLOCK C THE BOULEVARoad,LONDON,UK SW6 2",51.47327,-0.1820528
cardtronics,"O/s No's 137-139 Stoke Newington Road,LONDON,UK N16 8BX",51.55464,-0.07497844
cardtronics,"105 Northside,LONDON,UK SW4 9SH",51.46158,-0.1577503
cardtronics,"152 Blackstock Road,LONDON,UK N4 2DY",51.56079,-0.09888914
cardtronics,"114 SALMON LANE,LONDON,UK E14 7PQ",51.51355,-0.03360676
cardtronics,"O/S 134 - 136 Salmon Lane,LONDON,UK E14 7PQ",51.51355,-0.03360676
cardtronics,"160-162 Sandrlingham Road,LONDON,UK E8 2HS",51.55021,-0.06434204
cardtronics,"PCO� GORE ROAD,LONDON,UK E9 7HW",51.53608,-0.04474806
cardtronics,"115 Stoke Newington Road,HACKNEY,UK N16 8BU",51.55512,-0.07506337
cardtronics,"Pco Blackstock Road,London,UK N4 2JS",51.56126,-0.09881608
cardtronics,"383-387 Mile End Road,London,UK E3 4QS",51.52472,-0.03621945
cardtronics,"367 Mile End Road,LONDON,UK E3 4QS",51.52472,-0.03621945
cardtronics,"17-20 Prague Place,BRIXTON,UK SW2 5ED",51.45524,-0.1267803
cardtronics,"504-506 Harrow Road,London,UK W9 3QA",51.52472,-0.2022919
cardtronics,"Stoke Newington Road,London,UK N16 7XA",51.55561,-0.07420674
cardtronics,"52 Corker Walk,LONDON,UK N7 7RY",51.56325,-0.1130997
cardtronics,"5-7 Tulse Hill,LONDON,UK SW2 2TH",51.45472,-0.1132452
cardtronics,"53 Grove Road,LONDON,UK E3 4PE",51.52658,-0.03616993
cardtronics,"504 - 506 Harrow Road,Paddington,UK W9 3Q",51.52489,-0.2027335
cardtronics,"Corner of Pembury Road and Dalston Lane,Hackney,UK E5 8H",51.5495,-0.0596855
cardtronics,"12b Grove Road,LONDON,UK E3 5AX",51.52642,-0.03547219
cardtronics,"112 Brixton Hill,BRIXTON,UK SW2 1AH",51.45414,-0.1204271
cardtronics,"Fulham Broadway,LONDON,UK SW6 1BW",51.48049,-0.1944073
cardtronics,"Fulham Broadway,LONDON,UK SW6 1BW",51.48049,-0.1944073
cardtronics,"221 Seven Sister Road,FINSBURY PARK,UK N4 2DA",51.56349,-0.1073259
cardtronics,"Nr Portobello Launderettes,LONDON,UK W11 1LL",51.51786,-0.206414
cardtronics,"Opp Fullham Broadway underground station,London,UK SW6 1BY",51.48055,-0.1949383
cardtronics,"JCT MILE END RD  ERIC ST,LONDON,UK E3 4SP",51.52475,-0.03385993
cardtronics,"423 HARROW Road,LONDON,UK W10 4",51.52523,-0.2037604
cardtronics,"Barkway Court,FINSBURY PARK,UK N4 2XS",51.56273,-0.09478652
cardtronics,"56-58 Abbeville Road,Clapham,UK SW4 9NF",51.45457,-0.1393373
cardtronics,"5-6 Napier Road,LONDON,UK W14 8LQ",51.49807,-0.2070353
cardtronics,"415 - 417 Roman Road,LONDON,UK E3 5QS",51.5317,-0.03677588
cardtronics,"Railton Road,London,UK SE24 0JW",51.45394,-0.1025414
cardtronics,"286 Portobello Road,LONDON,UK W10 5TE",51.51926,-0.2073687
cardtronics,"292 Portobello Road,LONDON,UK W10 5TE",51.51926,-0.2073687
cardtronics,"799-801 Commercial Road,LONDON,UK E14 7HG",51.51228,-0.02903571
cardtronics,"41 St. Johns Hill,LONDON,UK SW11 1TT",51.46281,-0.1700016
cardtronics,"O/S 54 East Dulwich Road,LONDON,UK SE22 9AX",51.46207,-0.06956991
cardtronics,"417 Roman Road,LONDON,UK E3 5Q",51.53171,-0.0364876
cardtronics,"17 Golborne Road,LONDON,UK W10 5NY",51.52353,-0.2061088
cardtronics,"Station Place,LONDON,UK N4 2DH",51.56458,-0.1058674
cardtronics,"774-776 Holloway Road,LONDON,UK N19 3JQ",51.56482,-0.132229
cardtronics,"2 Kirkwood Road,LONDON,UK SE15 3XX",51.46695,-0.05825435
cardtronics,"326 Burdett Road,LONDON,UK E14 7DL",51.51238,-0.0281617
cardtronics,"56-62 Lordship Lane,London,UK SE22 8HJ",51.45924,-0.07529581
cardtronics,"86A Lillie Road,LONDON,UK SW6 1TL",51.48574,-0.2020712
cardtronics,"86A Lillie Road,LONDON,UK SW6 1TL",51.48574,-0.2020712
cardtronics,"Corner of Pembury Rd - Dalston Lane,London,UK E5 8HH",51.55021,-0.05621251
cardtronics,"15-17 Northcote Road,London,UK SW11 1NG",51.46023,-0.1664669
cardtronics,"Unit 2 - 3 Clifton House,LONDON,UK N4 3JP",51.56572,-0.1085879
cardtronics,"Units 2-3 Clifton House,LONDON,UK N4 3JP",51.56572,-0.1085879
cardtronics,"North End Road,London,UK SW6 1NJ",51.484,-0.201817
cardtronics,"O/S 447 Roman Road,LONDON,UK E3 5LX",51.53209,-0.03453782
cardtronics,"180 Stoke Newington Church Street,LONDON,UK N16 0JL",51.56162,-0.08219771
cardtronics,"180 Stoke Newington Church Street,LONDON,UK N16 0",51.56169,-0.082202
cardtronics,"117-121 Wansdworth Bridge,London,UK SW6 2TE",51.47338,-0.1915966
cardtronics,"142-162 Kilburn High Road,London,UK NW6 4JD",51.54075,-0.1962307
cardtronics,"159 Church Street,London,UK N16 0UH",51.56165,-0.08105295
cardtronics,"314 Seven Sisters Road,LONDON,UK N4 2AP",51.56576,-0.1021032
cardtronics,"Unit 2,LONDON,UK E14 7EQ",51.514,-0.02650896
cardtronics,"88/90 North End Road,Fulham,UK W14 9",51.48999,-0.2065753
cardtronics,"402 North End Road,London,UK SW6 1LX",51.48026,-0.1994905
cardtronics,"88-90 North End Road,London,UK W14 9EX",51.4897,-0.2065512
cardtronics,"96 North End Road,West Kensington,UK W14 9EX",51.4897,-0.2065512
cardtronics,"opp West Kensington underground station,KENSINGTON,UK W14 9ES",51.49054,-0.2070344
cardtronics,"2 Addison Avenue,London,UK W11 4QR",51.50633,-0.2119178
cardtronics,"Kenton Road,LONDON,UK E9 7AB",51.54389,-0.04412464
cardtronics,"107-109 Church Street,LONDON,UK N16 0UD",51.5619,-0.07953263
cardtronics,"45 West India Dock Road,London,UK E14 8HN",51.50982,-0.02523641
cardtronics,"38 Chatfield Road,London,UK 0SW11",51.46571,-0.1818301
cardtronics,"116 West End Lane,LONDON,UK NW6 2LS",51.54667,-0.1909496
cardtronics,"102 West End Lane,London,UK NW6 2LS",51.54667,-0.1909496
cardtronics,"8-40 Chatfield Road,London,UK SW11 3SE",51.4653,-0.1815844
cardtronics,"99 Northcote Road,LONDON,UK SW11 6PL",51.45786,-0.1656763
cardtronics,"373 Portobello Road,LONDON,UK W10 5SG",51.52205,-0.2114899
cardtronics,"34 Salusbury Road,QUEENS PARK,UK NW6 6NL",51.53426,-0.2047853
cardtronics,"West End Lane,LONDON,UK NW6 2",51.54726,-0.1913369
cardtronics,"Iverson Road,WEST HAMPSTEAD,UK NW6 2LJ",51.54744,-0.1912052
cardtronics,"258 Evelyn Street,London,UK SE8 5BZ",51.48379,-0.03226541
cardtronics,"83 Lower Clapton Road,LONDON,UK E5 0NP",51.55194,-0.05251293
cardtronics,"115 Lower Clapton Road,LONDON,UK E5 0NP",51.55194,-0.05251293
cardtronics,"GIBBON COURT,london,UK SE15 3XE",51.46651,-0.05180008
cardtronics,"508 Hornsey Road,LONDON,UK N19 3QW",51.56875,-0.1233718
cardtronics,"112 Homerton High Street,London,UK E9 6JA",51.54776,-0.04555159
cardtronics,"511-513 Hornsey Road,LONDON,UK N19 3QL",51.56894,-0.1240109
cardtronics,"317-319 Evelyn Street,LONDON,UK SE8 5RA",51.48385,-0.03116358
cardtronics,"262 York Road,London,UK SW18 1TP",51.46389,-0.1833029
cardtronics,"42 Barry Road,LONDON,UK SE22 0HU",51.45795,-0.06716473
cardtronics,"537  ROMAN RD,LONDON,UK E3 5EL",51.53313,-0.02977068
cardtronics,"O/S 114 LOWER CLAPTON ROAD,London,UK E5 0QR",51.55366,-0.05329837
cardtronics,"Lower Clapton Road,London,UK E5 8EQ",51.555,-0.05501976
cardtronics,"75 Balham Hill,London,UK SW12 9DP",51.45055,-0.1473969
cardtronics,"176 Westferry Road,LONDON,UK E14 3RY",51.49185,-0.02461746
cardtronics,"Seven Sisters Road,London,UK N4 2D",51.56886,-0.0984161
cardtronics,"BERGER RD,london,UK E9 5SB",51.54766,-0.04244772
cardtronics,"Cassilis Road,London,UK E14 9LQ",51.49862,-0.02179118
cardtronics,"315 Kilburn High Road,London,UK NW6 7JR",51.54356,-0.2004832
cardtronics,"60 Parsons Green Lane,London,UK SW6 4HU",51.47482,-0.2009507
cardtronics,"Homerton Row,LONDON,UK E9 6SR",51.55058,-0.04607674
cardtronics,"O/S Bow Road LRT Station,LONDON,UK E3 4DH",51.52699,-0.02434483
cardtronics,"Unit 1 Cassilis Road,LONDON,UK E14 9",51.49813,-0.0213254
cardtronics,"Os Lower Clapton Road,London,UK E5 8EG",51.55677,-0.0560341
cardtronics,"193-195 Lower Clapton Road,LONDON,UK E5 8EG",51.55677,-0.0560341
cardtronics,"606/608 ROMAN Road,LONDON,UK E3 2R",51.53361,-0.027726
cardtronics,"Talgarth Road,HAMMERSMITH,UK W14 9DA",51.49049,-0.2139414
cardtronics,"127-131 Bow Road,London,UK E3 2AN",51.52765,-0.02391122
cardtronics,"Canary Wharf Group,LONDON,UK E14 5",51.50495,-0.0195006
cardtronics,"o/s Goldsmith College University,LONDON,UK SE14 6PP",51.47522,-0.03522037
cardtronics,"o/s 55/7 Poplar High Street,TOWER HAMLETS,UK E14 0DJ",51.50926,-0.01904311
cardtronics,"NEW CROSS RD,london,UK SE14 6AY",51.47622,-0.03401469
cardtronics,"214 Devons Road,London,UK E3 3PN",51.52028,-0.02020103
cardtronics,"Exmoor Street,London,UK W10 6DZ",51.52238,-0.2173957
cardtronics,"1 MARGRAVINE GARDENS,BARONS COURT,UK W6 8RL",51.49002,-0.2149955
cardtronics,"Margravine GaRoadens,LONDON,UK W6 8R",51.49007,-0.2150207
cardtronics,"32 Ellesmere Street,LONDON,UK E14 6BA",51.51519,-0.0185823
cardtronics,"447 Sulivan Court,LONDON,UK SW6 3BX",51.47026,-0.1983431
cardtronics,"Kilburn High Road,LONDON,UK NW6 7QB",51.54507,-0.2021107
cardtronics,"81 Hazellville Road,London,UK N19 3NB",51.57184,-0.1297602
cardtronics,"127-129 Bow Road,London,UK E3 2A",51.52812,-0.0219006
cardtronics,"Amersham Vale,LONDON,UK SE14 6LD",51.47635,-0.03170966
cardtronics,"255 Wick Road,HACKNEY,UK E9 5DG",51.54523,-0.03514184
cardtronics,"Jct Windus Road/stamford Hill,London,UK N16 6XT",51.5658,-0.07272645
cardtronics,"12 Chatsworth Road,LONDON,UK E5 0LP",51.55252,-0.04405606
cardtronics,"15 Kilburn Lane,LONDON,UK W10 4AE",51.52906,-0.2162788
cardtronics,"41-43 Chatsworth Road,LONDON,UK E5 0LH",51.55324,-0.0449642
cardtronics,"193 Homerton High Street,LONDON,UK E9 6BB",51.54907,-0.03904345
cardtronics,"15A College Parade,LONDON,UK NW6 6RN",51.54007,-0.2087519
cardtronics,"27 Upper Clapton Road,LONDON,UK E5 8A",51.56003,-0.0569561
cardtronics,"320 Green Lane,LONDON,UK N4 1BX",51.57141,-0.09607013
cardtronics,"Canada Place,CANARY WHARF,UK E14 5EW",51.50457,-0.01627189
cardtronics,"125 Northwold Road,LONDON,UK E5 8RL",51.56262,-0.06244118
cardtronics,"170 Deptford High Street,LONDON,UK SE8 3PR",51.48064,-0.02610078
cardtronics,"186 Deptford High Street,London,UK SE8 3PR",51.48064,-0.02610078
cardtronics,"11 Swandon Way,LONDON,UK SW18 1EW",51.46132,-0.188571
cardtronics,"27 Upper Clapton Road,LONDON,UK E5 8AY",51.56087,-0.05740324
cardtronics,"Shepherds Bush Green,LONDON,UK W12 8PS",51.50325,-0.222393
cardtronics,"409 Kilburn High Road,London,UK NW6 7QG",51.54623,-0.2040061
cardtronics,"227-233 Munster Road,London,UK SW6 6BT",51.48038,-0.2125375
cardtronics,"9-11 Ferme Park Road,LONDON,UK N4 4DS",51.57381,-0.1127912
cardtronics,"57-73 Chrisp Street,London,UK E14 6LP",51.51372,-0.01471828
cardtronics,"57-73 Chrisp,POPLAR,UK E14 6",51.51314,-0.0141071
cardtronics,"26-28 Forest Hill Road,Dulwich,UK 0SE22",51.45365,-0.0622196
cardtronics,"39 Marsh Hill,LONDON,UK E9 5QA",51.5497,-0.03610899
cardtronics,"108 Deptford High Street,LONDON,UK SE8 4NS",51.47803,-0.02576454
cardtronics,"445-453 Wick Lane,London,UK E3 2TB",51.53429,-0.02135115
cardtronics,"55-57 East Hill,London,UK SW18 2QE",51.45747,-0.1845796
cardtronics,"Unit 18 Harbour Exchange Square,London,UK E14 9",51.49923,-0.0142547
cardtronics,"Harbour Exchange Square,London,UK E14 9GE",51.49879,-0.01430937
cardtronics,"OS 55 Deptford High Street,LONDON,UK SE8 4AA",51.47691,-0.02611256
cardtronics,"32a Eastway,LONDON,UK E9 5JB",51.54503,-0.02976025
cardtronics,"33D Eastway,London,UK E9 5JB",51.54503,-0.02976025
cardtronics,"144-150 Upper Clapton Road,London,UK E5 9JZ",51.56422,-0.05909662
cardtronics,"FULHAM PALACE ROAD,LONDON,UK W6 8RF",51.487,-0.2199171
cardtronics,"177 - 189 Creek Road,DEPTFORD,UK SE8 3BU",51.48117,-0.02147225
cardtronics,"102 Burcham Street,LONDON,UK E14 0SH",51.51371,-0.01178448
cardtronics,"923 - 931 Fulham Road,LONDON,UK SW6 5",51.47252,-0.2090044
cardtronics,"44 Deptford High Street,LONDON,UK SE8 4AF",51.47552,-0.02572681
cardtronics,"COTTON STREET,LONDON,UK E14 0EL",51.5107,-0.01084016
cardtronics,"248 Malpass Road,LONDON,UK SE4 1DJ",51.4663,-0.03512175
cardtronics,"8 North Pole Road,LONDON,UK W10 6",51.52002,-0.2259182
cardtronics,"255-257 East India Dock Road,LONDON,UK E14 0EG",51.51143,-0.01048863
cardtronics,"O/s 214 Uxbridge Road,London,UK W12 7JD",51.50583,-0.2273796
cardtronics,"St James Drive,WANDSWORTH,UK SW12 8NL",51.44738,-0.1639309
cardtronics,"110 Forest Hill Road,LONDON,UK SE22 0RS",51.452,-0.06025732
cardtronics,"222-224 Fulham Palace Road,London,UK W6 9NT",51.48409,-0.2201235
cardtronics,"o/s Hammersmith Apollo,Hammersmith,UK W6 9PH",51.49036,-0.2237277
cardtronics,"OUTSIDE BALHAM U/G BALHAM HIGH ROAD, Tooting,Tooting,UK SW12 9BP",51.44376,-0.152958
cardtronics,"OS THE BEDFORD PUB,LONDON,UK SW12 9RT",51.44282,-0.1481975
cardtronics,"O/S Brockley Arms Pub,London,UK SE4 2RS",51.46372,-0.0358812
cardtronics,"Balham High Road,LONDON,UK SW12 9SG",51.44326,-0.1519075
cardtronics,"65-67 Oldhill Street,LONDON,UK N16 6LU",51.56928,-0.06501997
cardtronics,"235A Scrubbs Lane,Hammersmith,UK W10 6AH",51.52071,-0.2287141
cardtronics,"33-49 Deptford Bridge,London,UK SE8 4HH",51.47443,-0.022029
cardtronics,"178 Norwood Road,London,UK SE27 9AU",51.43965,-0.1066083
cardtronics,"Jcn Uxbridge Road / Loftus Road,LONDON,UK W12 8NR",51.50599,-0.2310689
cardtronics,"21-23 The Broadway,London,UK N8 8DU",51.57887,-0.124106
cardtronics,"137-138, Bredinghurst Overhill Road,LONDON,UK SE22 0PN",51.44702,-0.06674103
cardtronics,"351 SEVEN SISTERS ROAD,SOUTH TOTTENHAM,UK N15 6RD",51.5758,-0.0851661
cardtronics,"242-246 Brockley Road,Lewisham,UK SE4 2SU",51.46185,-0.03564161
cardtronics,"23 The BRoadway,London,UK N8 8D",51.57909,-0.1240237
cardtronics,"176 - 178 Sternhold Avenue,London,UK SW2 4RU",51.4388,-0.1267328
cardtronics,"101 Blackwall Way,LONDON,UK E14 9QT",51.50624,-0.005814001
cardtronics,"New Capital Quay,Greenwich,UK SE10 9DD",51.48211,-0.01430405
cardtronics,"4 Buckhold Square,Wandsworth,UK 0SW18",51.45672,-0.1948343
cardtronics,"286 Manchester Road,LONDON,UK E14 3HW",51.49423,-0.00788971
cardtronics,"Balham High Street,BALHAM,UK SW12 9BE",51.44165,-0.1539119
cardtronics,"Theydon Road,London,UK E5 9BQ",51.5657,-0.05079598
cardtronics,"4 Station Rise,LONDON,UK SE27 9BU",51.43847,-0.1054427
cardtronics,"4 Buckhold Road,London,UK SW18 4JS",51.45699,-0.196675
cardtronics,"361 Archway Road,LONDON,UK N6 4EJ",51.57781,-0.1479665
cardtronics,"1a The Mall,Forest Hill,UK 0SE23",51.4495,-0.0554766
cardtronics,"89 Weston Park,LONDON,UK N8 9PR",51.5804,-0.1152957
cardtronics,"O/s 336-338 Uxbridge Road,London,UK W12 7LL",51.5066,-0.2340516
cardtronics,"70 Glenthorne Road,LONDON,UK W6 0LR",51.49453,-0.2318516
cardtronics,"22-26 Cricklewood Broadway,London,UK NW2 3HD",51.55284,-0.2104267
cardtronics,"499 Lordship Lane,London,UK SE22 8JY",51.44413,-0.06819671
cardtronics,"252-254 Balham High Road,London,UK SW17 7AW",51.44044,-0.1556762
cardtronics,"112 Blackheath Road,LONDON,UK SE10 8DA",51.47302,-0.01812051
cardtronics,"713 Finchley Road,Brent,UK NW2 2JN",51.5624,-0.197601
cardtronics,"29 Cricklewood Broadway,LONDON,UK NW2 3JX",51.55304,-0.211471
cardtronics,"St James Drive,WANDSWORTH,UK 0SW12",51.44223,-0.1642869
cardtronics,"2-6 High Road,Stamford Hill,UK N16 6TZ",51.57547,-0.07204536
