-0.1447164,51.49568,"Victoria Station (Network Rail) Platform 1 TOIS (Victoria Street,LONDON,UK SW1V 1JU)"
-0.1447164,51.49568,"Victoria Station (Network Rail) (Victoria Street,LONDON,UK SW1V 1JU)"
-0.1447164,51.49568,"Victoria Station (Network Rail) (Victoria Street,LONDON,UK SW1V 1JU)"
-0.1447164,51.49568,"Victoria Station (Network Rail) Gatwick Express Platform (TOIS) (Victoria Street,LONDON,UK SW1V 1JU)"
-0.09234064,51.52179,"Waitrose Barbican (Cherry Tree Walk Centre Whitecross Street,London,UK EC1Y 8NX)"
-0.1165896,51.52995,"Victoria Food & Wine (CZI) (151 Kings Cross Road,LONDON,UK 0WC1X)"
-0.121567,51.53029,"Costcutter Convenience Store H.O-61549 (CZI) Kings Cross(333 Grays Inn Road,LONDON,UK WC1X 8PX)"
-0.1332828,51.52861,"Euston Station (Network Rail) (LHS externally ATM) (Euston Road,LONDON,UK NW1 2RT)"
-0.1332828,51.52861,"Euston Station (Network Rail) (RHS externally ATM) (Euston Road,LONDON,UK NW1 2RT)"
-0.1332828,51.52861,"Euston Station (Network Rail) (Euston Road,LONDON,UK NW1 2RT)"
-0.1332828,51.52861,"Euston Station (Network Rail) (Euston Road,LONDON,UK NW1 2RT)"
-0.1157563,51.48714,"Applegreen - Kennington (238 Kennington Lane,VAUXHALL,UK SE11 5RD)"
-0.1458119,51.4948,"Telegraph Media Group LTD (CZI) (Swap) (111 Buckingham Palace Road,LONDON,UK SW1W 0DT)"
-0.1458119,51.4948,"Telegraph Media Group (111 Buckingham Palace Road,London,UK SW1W 0DT)"
-0.15419,51.50869,"MRH - Park Lane Westminster(77 - 83 Park Lane,LONDON,UK W1K 7HB)"
-0.1373448,51.49022,"Astor Victoria Hostel (CS) (71 Belgrave Road,LONDON,UK SW1V 2BG)"
-0.1109056,51.48756,"Aby Convenience (297 Kennington Road,London,UK SE11 4QE)"
-0.0891192,51.49704,"McColls Southwark - Great Dover Street Newington(159 Great Dover Street,LONDON,UK SE1 4)"
-0.1305577,51.52987,"Nisa Local (53-55 Charlton Street,LONDON,UK NW1 1)"
-0.09163941,51.4943,"MRH - Newington Elephant & Castle(197-211 New Kent Road,LONDON,UK SE1 4AG)"
-0.09163941,51.4943,"MRH - Newington Elephant & Castle(197-211 New Kent Road,LONDON,UK SE1 4AG)"
-0.1196845,51.48647,"Payless Food & Wine Lambeth(322 Kennington Lane,London,UK SE11 5HY)"
-0.1196845,51.48647,"Bancomat - Superway Express (344 Kennington Lane,LONDON,UK SE11 5HY)"
-0.1211184,51.53152,"Interpost Box (BMSP) (15-17 Caledonian Road,KINGS CROSS,UK N1 9D)"
-0.131007,51.53077,"Costcutter (Chalton Street) (100 Chalton Street,LONDON,UK NW1 1HJ)"
-0.1464996,51.49305,"Colonnade Walk (ATM 1 - RHS viewed ext) (CZI) 123 Buckingham Palace Road(Unit 13,LONDON,UK SW1W 9SH)"
-0.1464996,51.49305,"Colonnade Walk (ATM 2 - LHS viewed ext)  (CZI) 123 Buckingham Palace Road(Unit 13,LONDON,UK SW1W 9SH)"
-0.09046045,51.52497,"Shell Old Street (359) (198-208 Old Street,London,UK EC1V 9BP)"
-0.09706355,51.52888,"Bancomat - City Supermarket Central St (152 Central Street,LONDON,UK EC1V 8AY)"
-0.1429511,51.52807,"Anka Trading (Ltd) (CZI) (46 Compton Close,LONDON,UK NW1 3)"
-0.09049267,51.5256,"The Cooperative Food (BF)  Old Street Shoreditch(185 Old Street,London,UK EC1V 9NP)"
-0.1572404,51.51398,"The Shop Bryanston Street(Amba Hotel,LONDON,UK W1H 7EH)"
-0.132531,51.53202,"Costcutter (Chalton Street) (100 Chalton Street,LONDON,UK NW1 1)"
-0.09918118,51.53036,"The Cooperative Food (BF)  London - City Road Islington(271-273 City Road,London,UK EC1V 1LA)"
